TEXT_2_WARPOD_SQUADRON,#2 Warpod-Staffel
TEXT_TOOLTIP_SKIPRAY_ADVANCED,Schwereres Skipray-Modell, das vor allem für seine erhöhte Munitionsladung gegenüber früheren Modellen bekannt ist. Hat ansonsten die gleiche Leistung und stabilkeit wie das Modell 12H. Es wird am besten für Angriffe auf feindliche Großkampfschiffe eingesetzt, kann aber dank seiner Lasertürme notfalls auch auf Jäger gerichtet werden.
TEXT_TOOLTIP_SKYHOPPER,Ein leichter Luftgleiter, der mit einer unterschwenkbaren Anti-Infanterie-Kanone bewaffnet ist. Ursprünglich ein ziviles Schiff, wurde das Design von Gruppen wie der Rebellenallianz und Piraten oft zu einer improvisierten Aufklärungs- und Leichtangriffsplattform umgewandelt.
TEXT_TOOLTIP_SKYHOPPER_COMPANY,Kompanie: 4x - T-16M Skyhopper
TEXT_TOOLTIP_SKYHOPPER_HEALTH,Gesundheit: 100 (Gleiter)
TEXT_TOOLTIP_SKYHOPPER_ION,Leichter Luftgleiter mit einem unterschwenkbaren Ionenkanone. Ursprünglich ein ziviles Fahrzeug, wurde das Design oft von Gruppen wie der Rebellenallianz und Piraten zu einer improvisierten Aufklärungs- und Leichtangriffsplattform umgebaut.
TEXT_TOOLTIP_SKYHOPPER_ION_COMPANY,Unternehmen: 4x - T-16S Skyhopper
TEXT_TOOLTIP_SKYHOPPER_ION_WEAP1,1x Ionenkanone: 4 / 1,0s / 320m
TEXT_TOOLTIP_SKYHOPPER_LASER,Leichter Luftgleiter mit einem unterschwenkbaren Laser gegen Fahrzeuge. Ursprünglich ein ziviles Fahrzeug, wurde das Design oft von Gruppen wie der Rebellenallianz und Piraten zu einer improvisierten Aufklärungs- und Leichtangriffsplattform umgebaut.
TEXT_TOOLTIP_SKYHOPPER_LASER_COMPANY,Unternehmen: 4x - T-16L Skyhopper
TEXT_TOOLTIP_SKYHOPPER_LASER_WEAP1,1x Schwerer AP-Blasterkanone: 1 / 2,0s / 400m
TEXT_TOOLTIP_SKYHOPPER_MOVE,Geschwindigkeit: 5.0 | Wendigkeit: 5.0
TEXT_TOOLTIP_SKYHOPPER_PRIMITIVE,Leichter Luftgleiter mit einem unterschwenkbaren Geschosswerfer. Ursprünglich ein ziviles Fahrzeug, wurde das Design oft von Gruppen wie der Rebellenallianz und Piraten zu einer improvisierten Aufklärungs- und Leichtangriffsplattform umgebaut.
TEXT_TOOLTIP_SKYHOPPER_PRIMITIVE_COMPANY,Unternehmen: 4x - T-16 Skyhopper
TEXT_TOOLTIP_SKYHOPPER_PRIMITIVE_WEAP1,1x Geschosswerfer: 2 / 1,0s / 320m
TEXT_TOOLTIP_SKYHOPPER_WEAP1,1x AI-Blasterkanone (AOE): 6 / 1,0s / 320m
TEXT_TOOLTIP_SLAYN_KORPIL_HEALTH,Rumpf: 3200 (Großkampfschiffschiff)
TEXT_TOOLTIP_SLAYN_KORPIL_SHIELD, Schilde: 6000 / [20/R] (Großkampfschiffschiff)
TEXT_TOOLTIP_SLAYN_KORPIL_WEAP1,1x Mittlerer Turbolaser: 6 / 3.0s / 4.4km TODO
TEXT_TOOLTIP_SLAYN_KORPIL_WEAP2,1x Mittlerer Laserkanone: 6 / 3.0s / 4.4km TODO
TEXT_TOOLTIP_SLAYN_KORPIL_WEAP3,1x Erschütterungsrakete: 3 / 5.0s / 4.4km TODO
TEXT_TOOLTIP_SPACE_ARC,Diese kunstvoll gefertigten Kriegsschiffe sind das charakteristische Gefährt der Galderianer, obwohl sie auch in anderen unsauberen Händen gesehen wurden. Man glaubt, dass sie von einer Rasse stammen, die von den Galderianern versklavt wurde, aber wenig ist über diese mysteriösen Schiffsbauer bekannt.
TEXT_TOOLTIP_SPACE_ARC_HULL,Rumpf: 4488 (Schwerfregatte)
TEXT_TOOLTIP_SPACE_ARC_MOVE,Speed: 3,0 | Beschleunigung: 0,035 | Wende: 0,2
TEXT_TOOLTIP_SPACE_ARC_SHIELD,Schilde: 3800 / [47,5/R] (Schwerfregatte)
TEXT_TOOLTIP_SPACE_ARC_SQUADRON,Jäger: 1 / 1
TEXT_TOOLTIP_SPACE_ARC_STOCK,Wenige Plünderer können mehr Verwirrung stiften als diese massiven Kriegsschiffe, die von Galderianischen Sklavenhändlern gesteuert werden und gegen die selbst gut ausgerüstete Justizkräfte kämpfen können.
TEXT_TOOLTIP_SPACE_ARC_STOCK_WEAP1,7x Mittlere Turbolaser: 2 / 1.67s / 6.2km
TEXT_TOOLTIP_SPACE_ARC_STOCK_WEAP2,2x Mittlere Ionenkanonen: 2 / 1.25s / 6.2km
TEXT_TOOLTIP_SPACE_ARC_WEAP1,7x Schwere Turbolaser: 2 / 1.67s / 7.2km
TEXT_TOOLTIP_SPACE_ARC_WEAP2,2x Schwere Ionenkanonen: 2 / 1.25s / 7.2km
TEXT_TOOLTIP_STAR_DESTROYER,Symbolisches, großes und gefährliches Mehrzweck-Großkampfschiffschiff. Es ist robust, gut bewaffnet mit einer Vielzahl von Waffen, schnell für seine Größe und in der Lage, eine respektable Anzahl von Jägern zu tragen. Erhält einen guten Nutzen von unterstützenden Trägern und Eskorten und funktioniert in fast jeder Flottenzusammensetzung gut.
TEXT_TOOLTIP_STAR_DESTROYER_HULL,Rumpf: 8106 (Großkampfschiff)
TEXT_TOOLTIP_STAR_DESTROYER_MOVE,Geschwindigkeit: 3,0 | Beschleunigung: 0,025 | Wende: 0,15
TEXT_TOOLTIP_STAR_DESTROYER_SHIELD,Schilde: 8000 / [40/R] (Großkampfschiff)
TEXT_TOOLTIP_STAR_DESTROYER_WEAP1,2x Schwere Dual-Turbolaser: 2 / 5,0s / 7,3km
TEXT_TOOLTIP_STAR_DESTROYER_WEAP2,1x Mittlerer Dreifach-Turbolaser: 2 / 1.67s / 6.3km
TEXT_TOOLTIP_STAR_DESTROYER_WEAP3,6x Mittlere Turbolaser: 2 / 1,0s / 6,3km
TEXT_TOOLTIP_STAR_DESTROYER_WEAP4,2x Schwere Dual-Ionenkanonen: 2 / 5,0s / 7,3km
TEXT_TOOLTIP_STAR_DESTROYER_WEAP5,6x Mittlere Ionenkanonen: 2 / 1,0s / 6,3km
TEXT_TOOLTIP_STAR_DESTROYER_WEAP6,2x Leichte Dual-Laserkanonen: 2 / 0,5s / 3,8km
TEXT_TOOLTIP_STARBOLT,TRANSLATE:TODO
TEXT_TOOLTIP_STARBOLT_HULL,TRANSLATE:Hull: 1300 (Frigate)
TEXT_TOOLTIP_STARBOLT_MOVE,TRANSLATE:Speed: 4.0 | Accel: 0.04 | Turn: 0.35
TEXT_TOOLTIP_STARBOLT_SHIELD,TRANSLATE:Shields: 1400 / [21/R] (Frigate)
TEXT_TOOLTIP_STARBOLT_SQUADRON,TRANSLATE:Fighters: 0.5 / 1 | Bombers: 0.5 / 1
TEXT_TOOLTIP_STARBOLT_WEAP1,TRANSLATE:1x Heavy Turbolaser: 2 / 5.0s / 7.1km
TEXT_TOOLTIP_STARBOLT_WEAP2,TRANSLATE:2x Light Turbolasers: 2 / 5.0s / 5.1km
TEXT_TOOLTIP_STARBOLT_WEAP3,TRANSLATE:1x Heavy Ion Cannon: 2 / 5.0s / 7.1km
TEXT_TOOLTIP_STARBOLT_WEAP4,TRANSLATE:1x Proton Torpedo: 2 / 18.75s / 5.1km
TEXT_TOOLTIP_SUPER_TRANSPORT_VI,Eine bewaffnete Version des veralteten Super Transport VI, die mit provisorischen Raketenwerfer ausgestattet ist, die über externe modulare Pods angebracht wurden. Es wurde auch ein leichtes Schild hinzugefügt, um die stabilkeit unter Beschuss zu erhöhen. Das Ergebnis war ein Schiff, das im Kampf besser als nichts war und vielleicht einige geringfügige Piratenangriffe abwehren konnte, aber schlechter als jedes spezielle Kampfschiff.
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_CARGO,Zur Zeit des Galaktischen Bürgerkriegs als stark veraltet angesehen, wurden die meisten dieser alten massiven Frachtschiffe durch neuere Modelle der KDY Super Transport-Serie ersetzt. Eine Handvoll wurde jedoch in der Galaxis weiterhin genutzt, hauptsächlich in den Händen von Piraten, die das große Schiff als mobile Stützpunkte für ihre Raubzüge nutzten.
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_CARGO_SHIELD,Schilde: Nicht geschützt
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_HULL,Rumpf: 600 (Korvette)
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_MOVE,Geschwindigkeit: 1,75 | Beschleunigung: 0,02 | Drehung: 0,35
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_SHIELD,Schilde: 400 / [9/R] (Korvette)
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_SQUADRON,Jäger: 0,5 / 1 | Bomber: 0,5 / 1
TEXT_TOOLTIP_SUPER_TRANSPORT_VI_WEAP1,2x Sprengkopfraketen: 3 / 15,0s / 4,1km
TEXT_TOOLTIP_SUPER_TRANSPORT_VII,Ein KDY Super Transport VII Bulk Kreuzer, der modifiziert wurde, um besser gegen Piratenangriffe geschützt zu sein. Laserstationen entlang des Rumpfes wurden hinzugefügt, um dem Transport die Verteidigung gegen Jägerangriffe zu ermöglichen, während die zusätzlichen Ionengeschütze versuchten, größere Angreifer abzuwehren. Schwache Schilde wurden auch dem Schiff hinzugefügt, um ihm einen zusätzlichen Schutz über den zivilen Schiffsrumpf hinaus zu bieten.
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_CARGO,Kleiner als ihr Vorgänger konnte der KDY Super Transport VII immer noch beeindruckende 2 Millionen metrische Tonnen Fracht befördern. Um die Ladungskapazität zu maximieren, war das Grunddesign langsam, ungeschützt und unbewaffnet, was sie extrem leichte Beute für Piraten machte.
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_CARGO_SHIELD,Schilde: Unshielded
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_HULL,Rumpf: 650 (Korvette)
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_INTERDICTOR,Eine Version des KDY Super Transport VII, die mit einem einzigen Gravitationsgenerator in ihren riesigen Laderäumen umgebaut wurde, um einen improvisierten Interdiktor zu schaffen. Eine solch teure Investition rechtfertigte auch die Hinzufügung von Lasern zur Selbstverteidigung, damit es nicht völlig wehrlos war.
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_MOVE,Geschwindigkeit: 1.75 | Beschleunigung: 0.02 | Wendigkeit: 0.35
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_SHIELD,Schilde: 400 / [9/R] (Korvette)
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_SQUADRON,Jäger: 0,5 / 1 | Bomber: 0,5 / 1
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_WEAP1,1x Mittelschwere Ionengeschütze: 2 / 2,5s / 6,1km
TEXT_TOOLTIP_SUPER_TRANSPORT_VII_WEAP2,4x Mittelschwere Doppellaserkanonen: 2 / 2,5s / 4,1km
TEXT_TOOLTIP_SUPER_TRANSPORT_XI,Angesichts der Ad-hoc-Bewaffnungsänderungen älterer Super-Transportmodelle als Reaktion auf Piratenüberfälle schuf KDY ihre eigene bewaffnete Variante des Super Transport XI. Quad-Laserkanonen waren auf dem Rumpf verteilt, um einen Rundumschutz gegen Jägerangriffe zu bieten, die oft ein Schlüsselelement bei Piratenüberfällen waren. Die symbolischen Schilde des Basiscargo-Designs wurden auch stark verstärkt, um das Schiff vor geringfügigen Angriffen zu schützen. Diese Neugestaltung verwandelte einst hilfloses, behäbiges Riesenmonster in eine unangenehme Überraschung für Angreifer.
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_CARGO,Ein riesiger KDY-Frachter, der 25 Millionen Tonnen Fracht fassen kann. Ein einziger Supertransport XI kann den Platz von Hunderten von Frachtern einnehmen. Diese Ladekapazität wurde jedoch durch den Verzicht auf Schilde, Waffen und Maschinenleistung erreicht. Daher eignet sich dieses schwerfällige Ungetüm von Transport nur für die sichersten Routen oder für Routen mit umfangreichem Geleitschutz. Aufzeichnungen zeigen, dass gelegentlich unternehmungslustige Individuen dabei beobachtet wurden, wie sie den Supertransport auf unerwartete Weise umrüsteten.
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_CARGO_SHIELD,Schilde: Unbeschirmt
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_HULL,Rumpf: 2345 (Fregatte)
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MODIFIED,KDY's Super Transports sind unbewaffnete, leicht konstruierte Frachtcontainer, haben aber eine überraschend reiche Geschichte als improvisierte Kampfunterstützungseinheiten. Immerhin kann die riesige Bucht einer erstaunlichen Anzahl von Jägern Platz bieten, selbst wenn es ihnen nur wenig Schutz bieten kann, solange sie keine Basis haben.
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MODIFIED_HULL,Rumpf: 2385 (Fregatte)
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MODIFIED_SHIELD,Schilde: 1600 / [32/R] (Fregatte)
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_MOVE,Geschwindigkeit: 1,5 | Beschleunigung: 0,02 | Drehung: 0,3
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_SHIELD,Schilde: 1200 / [24/R] (Fregatte)
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_SQUADRON,Jäger: 3 / 5 | Bomber: 3 / 3
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_WEAP1,2x mittlere Doppel-Turbolaser: 2 / 5,0s / 6,2km
TEXT_TOOLTIP_SUPER_TRANSPORT_XI_WEAP2,4x leichte Quad-Laserkanonen: 2 / 1,0s / 3,7km
TEXT_TOOLTIP_SUPERCRUISER,Eine unterstützende Acclamator-Variante mit umfangreicher Transportausrüstung und Sensor- und ECM-Suiten.
TEXT_TOOLTIP_SUPERCRUISER_HULL,Rumpf: 2100 (Fregatte)
TEXT_TOOLTIP_SUPERCRUISER_MOVE,Geschwindigkeit: 3.5 | Accel: 0.04 | Drehung: 0.45
TEXT_TOOLTIP_SUPERCRUISER_SHIELD,Schilde: 2000 / [20/R] (Fregatte)
TEXT_TOOLTIP_SUPERCRUISER_SQUADRON,Jäger: 3 / 6 | Bomber: 2 / 4
TEXT_TOOLTIP_SUPERCRUISER_WEAP1,2x Mittlere Turbolader: 2 / 0.83s / 6.3km
TEXT_TOOLTIP_SUPERCRUISER_WEAP2,2x Erschütterungsraketen: 2 / 5.0s / 4.1km
TEXT_TOOLTIP_SUPERCRUISER_WEAP3,2x Protonentorpedos: 2 / 11.25s / 5.3km
TEXT_TOOLTIP_SWAMP_SPEEDER,Ein leichtes, aber schnelles Angriffsfahrzeug. Es wurde in den Klonkriegen entwickelt, um Geschwindigkeitsradgruppen zu ergänzen und auf schwierigem Gelände Unterstützung gegen Infanterie zu bieten. Es eignet sich am besten, um feindliche Bedrohungen abzufangen und zu besetzen, bis Verstärkung eintrifft.
TEXT_TOOLTIP_SWAMP_SPEEDER_COMPANY,Kompanie: 4x - Infanterie-Unterstützungsplattform
TEXT_TOOLTIP_SWAMP_SPEEDER_HEALTH,Gesundheit: 100 (Speeder)
TEXT_TOOLTIP_SWAMP_SPEEDER_MOVE,Geschwindigkeit: 3,0 | Wendigkeit: 6,0
TEXT_TOOLTIP_SWAMP_SPEEDER_WEAP1,2x AI-Blasterkanonen: 2 / 0,5s / 240m
TEXT_TOOLTIP_T6SHUTTLE,Diese von den Verpine von Slayn & Korpil gebauten Shuttles dienten als unbewaffnete Transporter für Botschafter und wurden von Jedi-Delegationen gerne genutzt.
TEXT_TOOLTIP_T6SHUTTLE_HULL,Rumpf: 350 (Kanonenboot)
TEXT_TOOLTIP_T6SHUTTLE_MOVE,Geschwindigkeit: 4,5 | Beschleunigung: 0,04 | Drehung: 0,5
TEXT_TOOLTIP_T6SHUTTLE_SHIELDS,Schilde: 50 / [5/R] (Kanonenboot)
TEXT_TOOLTIP_TACTICAL_DROID,Eine Kommandoeinheit, die häufig zur Führung von Separatistentruppen eingesetzt wird. Ihre intelligente und lernfähige Natur führt zu erheblichen Unterschieden in der Persönlichkeit und der Führungsleistung.
TEXT_TOOLTIP_TACTICAL_DROID_COMMANDER_COMPANY,Kompanie: 1x - BX-Kommando-Droide
TEXT_TOOLTIP_TACTICAL_DROID_COMMANDER_HEALTH,Gesundheit: 180 (Infanterie)
TEXT_TOOLTIP_TACTICAL_DROID_COMMANDER_MOVE,Geschwindigkeit: 1.0
TEXT_TOOLTIP_TACTICAL_DROID_COMMANDER_WEAP1,1x E-5-Blastergewehr: 3 / 1,25s / 240m
TEXT_TOOLTIP_TAGGE,Kreuzer in Auftrag gegeben von der Tagge Company zur Verteidigung ihrer Besitztümer vor anderen Konzernen in einer gefährlichen Galaxie. Obwohl sie im Eigentum des Hauses Tagge stehen, wurden sie oft angeboten, um das Galaktische Imperium bei Missionen zu unterstützen, bei denen das Haus gegenseitig vorteilhafte Ergebnisse sah. Als frühes Demonstrations-Schiff sind sie im Vergleich zu imperialen Schiffen bemerkenswert veraltet.
TEXT_TOOLTIP_TAGGE_HULL,Rumpf: 26200 (Großkampfschiff)
TEXT_TOOLTIP_TAGGE_MOVE,Geschwindigkeit: 1,5 | Beschleunigung: 0,02 | Wendigkeit: 0,175
TEXT_TOOLTIP_TAGGE_SHIELD,Schilde: 25000 / [62,5/R] (Großkampfschiff)
TEXT_TOOLTIP_TAGGE_SQUADRON,Jäger: 5 / 10 | Bomber: 1 / 3
TEXT_TOOLTIP_TAGGE_WEAP1,4x Schwere Turbolaser: 2 / 1.25s / 7.6km
TEXT_TOOLTIP_TAGGE_WEAP2,12x Mittlere Dual-Turbolaser: 2 / 1,5s / 6,6km
TEXT_TOOLTIP_TAGGE_WEAP3,4x Schwere Ionengeschütze: 2 / 1.25s / 7.6km
TEXT_TOOLTIP_TAGGE_WEAP4,8x Schwere Laserkanonen: 2 / 0,5s / 5,1km
TEXT_TOOLTIP_TAGGE_WEAP5,8x Erschütterungsraketen: 2 / 4.69s / 4.6km
TEXT_TOOLTIP_TECTOR,TRANSLATE:The battle-oriented counterpart of the Imperator-class that shares the same base hull. It was developed alongside the ISD-1 during the Clone Wars but was never as popular among the Imperial Navy. Additional armor plating and structural reinforcement cover up the reactor dome and hangar bay which lends increased durability at the cost of a fighter escort. It is well suited to battling other large vessels but requires protection from bombers.
TEXT_TOOLTIP_TECTOR_HULL,Rumpf: 9218 (Großkampfschiff)
TEXT_TOOLTIP_TECTOR_MOVE,Geschwindigkeit: 3,0 | Beschleunigung: 0,02 | Wendigkeit: 0,175
TEXT_TOOLTIP_TECTOR_SHIELD,Schilde: 9000 / [45/R] (Großkampfschiff)
TEXT_TOOLTIP_TECTOR_WEAP1,14x Mittlere Turbolaser: 2 / 1,0s / 6,3km
TEXT_TOOLTIP_TECTOR_WEAP2,2x Leichte Turbolaser: 2 / 0.77s / 5.3km
TEXT_TOOLTIP_TECTOR_WEAP3,3x Mittlere Laserkanonen: 2 / 0.47s / 4.3km
TEXT_TOOLTIP_TECTOR_WEAP4,1x Angriffs-Erschütterungsrakete: 6 / 22,5s / 7,3km
TEXT_TOOLTIP_TECTOR_WEAP5,1x Erschütterungsrakete: 2 / 15,0s / 4,3km
TEXT_TOOLTIP_THETA_SHUTTLE,Von Cygnus Spaceworks gebautes Theta-Klasse T-2c Shuttle, das ein Nachfolgedesign eines älteren Shuttle-Designs ist.
TEXT_TOOLTIP_THETA_SHUTTLE_HULL,Rumpf: 250 (Kanonenboot)
TEXT_TOOLTIP_THETA_SHUTTLE_MOVE,Geschwindigkeit: 4,0 | Beschleunigung: 0,05 | Drehung: 0,55
TEXT_TOOLTIP_THETA_SHUTTLE_SHIELDS,Schilde: 50 / [5/R] (Kanonenboot)
TEXT_TOOLTIP_THETA_SHUTTLE_WEAP1,1x schwere Jäger-Laserkanone: 4 / 1,0s / 1,1km
TEXT_TOOLTIP_THETA_SHUTTLE_WEAP2,1x Jäger-Konkussionsrakete: 2 / 25,0s / 1,8km
TEXT_TOOLTIP_THETA_SHUTTLE_WEAP3,1x Heck-Jäger-Turbolaser: 1 / 3,0s / 1,4km
TEXT_TOOLTIP_TIE_BOMBER, Ein Bomber, der mit Protonentorpedos bewaffnet ist. Er ersetzt das unbeliebte TIE/gt-Modell und ist eine erhebliche Verbesserung gegenüber diesem Design. Am besten eignet er sich, um größere feindliche Schiffe und Raumstationen anzugreifen sowie Bombenangriffe gegen Bodenziele durchzuführen.
TEXT_TOOLTIP_TIE_FIGHTER, Ein schneller und wendiger Leichtjäger, der kurz nach der Gründung des Imperiums zum Standardisieren von Jägermodellen ausgewählt wurde und zu einem der bekanntesten imperialen Symbole wurde. Er ist billig und hat im Vergleich zu anderen Designs keine Schilde und angemessene Rüstung. Am besten eignet er sich en masse, um feindliche Jäger und Bomber anzugreifen.
TEXT_TOOLTIP_TIE_STARFIGHTER, Ein Upgrade des T.I.E. Sternenjägers der Republik, der TIE-Sternenjäger war das erste Design der TIE-Familie der Ära des Imperiums. Obwohl er einzeln leistungsfähiger war als der später berühmtere TIE Fighter, war er auch deutlich kostspieliger, was aufgrund des umfangreichen Bedarfs an schieren Zahlen von Jägern im Galaktischen Imperium zu einem rapiden Rückgang der Beliebtheit führte.
TEXT_TOOLTIP_TNT, Ursprünglich ein Bergbaufahrzeug, das für die Gewürzminen von Kessel während der Ära der Republik konzipiert wurde, wurde der Treaded Neutron Torch während des Zusammenbruchs des Galaktischen Imperiums als improvisierter Angriffspanzer für militärische Zwecke adaptiert. Ein Rumpf, der für gefährliche Minenschächte ausgelegt ist, bietet überraschend viel Schutz im Kampf und Fackeln, die leicht durch Felsen schmelzen können, sind auch in der Lage, sich durch viele andere Materialien zu brennen, die auf einem Schlachtfeld verwendet werden könnten.
TEXT_TOOLTIP_TNT_COMPANY, Kompanie: 3x - Treaded Neutron Torch
TEXT_TOOLTIP_TNT_HEALTH, Gesundheit: 250 (Schweres Fahrzeug)
TEXT_TOOLTIP_TNT_MOVE, Geschwindigkeit: 1,25 | Drehung: 2,0
TEXT_TOOLTIP_TNT_WEAP1, 2x AP-Strahl-Kanonen: 12 / 2,5s / 320m
TEXT_TOOLTIP_ULAV,Der ULAV ist ein kleiner und schneller, aber fragiler Landspeeder, der von Sienar entwickelt wurde und ursprünglich umfangreich genutzt wurde, aber typischerweise nach den frühen Jahren des Imperiums schnell ausgemustert wurde.
TEXT_TOOLTIP_ULAV_COMPANY,Kompanie: 4x - Ultra-Leichtes Angriffsfahrzeug
TEXT_TOOLTIP_ULAV_EARLY_COMPANY,Kompanie: 4x - PDF Ultra-Leichtes Angriffsfahrzeug
TEXT_TOOLTIP_ULAV_EARLY_MOVE,Geschwindigkeit: 4,5 | Drehung: 3,0
TEXT_TOOLTIP_ULAV_EARLY_WEAP3,1x Erschütterungsgranate: 1 / 10,0s / 160m
TEXT_TOOLTIP_ULAV_HEALTH,Gesundheit: 140 (Leichtes Fahrzeug)
TEXT_TOOLTIP_ULAV_MOVE,Geschwindigkeit: 4,0 | Drehung: 3,0
TEXT_TOOLTIP_ULAV_SHIELD, Schilde: 40 / [4/R] (Leichtes Fahrzeug)
TEXT_TOOLTIP_ULAV_WEAP1,1x AP-Blasterkanone: 2 / 2,0s / 320m
TEXT_TOOLTIP_ULAV_WEAP2,1x AI-Blasterkanone (AOE): 3 / 1,0s / 320m
TEXT_TOOLTIP_ULAV_WEAP3,1x Erschütterungsrakete: 1 / 15,0s / 320m
TEXT_TOOLTIP_UTAA,Ein dediziertes Anti-Luft-Repulsorlift-Fahrzeug, das für die Klonkriege mit einer Welle anderer Militärfahrzeuge entwickelt wurde. Verfügt über Selbstverteidigungsgeschütze, um seine Batterie von AA-Raketen zu schützen. Wurde schließlich durch den AT-AA Läufer für den allgemeinen Einsatz abgelöst, der widerstandsfähiger und vielseitiger war.
TEXT_TOOLTIP_UTAA_COMPANY,Kompanie: 2x - UT-AA
TEXT_TOOLTIP_UTAA_HEALTH,Gesundheit: 225 (Mittelschweres Fahrzeug)
TEXT_TOOLTIP_UTAA_MOVE,Geschwindigkeit: 1,25 | Drehung: 2,0
TEXT_TOOLTIP_UTAA_WEAP1,1x Flak-Rakete: 4 / 2,0s / 400m
TEXT_TOOLTIP_UTAA_WEAP2,2x Leichte AP-Blasterkanonen: 2 / 3,0s / 320m
TEXT_TOOLTIP_V_WING,Ein extrem schneller Abfangjäger mit respektablem Waffenarsenal. Entwickelt von Walex Blissex während der Klonkriege, um von Hauptträgern der Republik in Schwärmen gestartet zu werden, wurde er später nach einigen Jahren des Einsatzes durch das Imperium zugunsten der kosteneffektiveren TIE-Serie ausgemustert. Am besten eignet er sich zur Bekämpfung feindlicher Jäger oder zur Abwehr von anfliegenden Bombern.
TEXT_TOOLTIP_VAAT,Der Variable Höhenangriffs- und -durchsetzungstransport war ein Entwurf eines Rothana Heavy Engineering Kanonenboot-Transports, der dem LAAT vorausging. Es fehlt ihm an Feuerkraft im Vergleich zu seinem Nachfolger, bietet aber seinen Insassen deutlich mehr Schutz und ist widerstandsfähiger gegen einfliegendes Feuer. Es wurde im Dienst einer Reihe von örtlichen Sicherheitskräften eingesetzt, einschließlich solcher, die auf Coruscant stationiert waren, bevor die Klonkriege ausbrachen, und blieb auch während des galaktischen Bürgerkriegs im Dienst von Strafverfolgungsbehörden.
TEXT_TOOLTIP_VAAT_COMPANY,Kompanie: 1x - VAAT/e
TEXT_TOOLTIP_VAAT_HEALTH,Gesundheit: 400 (Schwerer Speeder)
TEXT_TOOLTIP_VAAT_MOVE,Geschwindigkeit: 3,0 | Drehung: 3,2
TEXT_TOOLTIP_VAAT_WEAP1,2x AP-Blasterkanonen: 2 / 2,0s / 400m
TEXT_TOOLTIP_VAAT_WEAP2,1x Protonenrakete: 1 / 5,0s / 400m
TEXT_TOOLTIP_VALOR,Die Valor ist eine große militärische Sternenbasis, die von der Republik zur Verteidigung von Schlüsselplaneten eingesetzt wird. Ihr Design umfasst eine große Suite von Kommando- und Kontrolleinrichtungen sowie drei Ausleger-Andockarme mit jeweils 3 großen Hangars an jedem Arm. Die fähige Valor ist ein zentrales Kommando- und Logistikzentrum für viele militärische Operationen der Republik. Es ist keine Überraschung, dass eine derart kritische Station mit Waffenstellungen für die eigene Verteidigung vor Angriffen ausgestattet ist, falls sich solche Eventualitäten ergeben.
TEXT_TOOLTIP_VALOR_HULL,Rumpf: 21000 (Großkampfschiffschiff)
TEXT_TOOLTIP_VALOR_SHIELD,Schilde: 22000 / [110/R] (Großkampfschiffschiff)
TEXT_TOOLTIP_VALOR_SQUADRON,Jäger: 3 / 17 | Bomber: 2 / 13 | Korvetten: 3 / 3
TEXT_TOOLTIP_VALOR_SQUADRON_CSA,Jäger: 3 / 17 | Bomber: 2 / 13 | Korvetten: 2 / 2
TEXT_TOOLTIP_VALOR_WEAP1,16x mittlere Dual-Turbolaser: 2 / 2,5s / 7,5km
TEXT_TOOLTIP_VALOR_WEAP2,8x leichte Dual-Laserkanonen: 2 / 0,5s / 5,0km
TEXT_TOOLTIP_VALOR_WEAP3,3x Protonentorpedos: 1 / 5,0s / 6,5km
TEXT_TOOLTIP_VENATOR,Ein ikonisches Träger-Zerstörer-Hybrid. Der von der Republik entworfene Sternenzerstörer wurde früh in den Klonkriegen mit einem großen Hangar und bemerkenswerten Doppelbrückentürmen eingeführt. Es verlässt sich stark auf seine Jägerkomponente und ist darauf ausgelegt, von anderen Schiffen wie seinem Gegenstück, dem Victory-I, unterstützt zu werden. Trotz seines Fokus auf Jäger-Taktiken ist es anständig ausgewogen, aber am besten nicht gegen größere Schiffe eingesetzt.
TEXT_TOOLTIP_VENATOR_HULL,Rumpf: 3240 (Schwerfregatte)
TEXT_TOOLTIP_VENATOR_MOVE,Geschwindigkeit: 3,25 | Beschleunigung: 0,04 | Drehung: 0,4
